"","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000231606.1",0,1,2,0,0,1,2,0
"ENSG00000234593.2",0,0,0,0,0,0,0,0
"ENSG00000235829.1",0,0,1,0,0,0,0,0
"ENSG00000175147.12",7,9,16,2,13,8,17,9
"ENSG00000171729.13",243,194,165,86,216,176,210,199
"ENSG00000204464.7",0,0,0,0,0,0,1,0
"ENSG00000215720.4",0,0,0,0,0,1,0,0
"ENSG00000278480.1",0,0,0,0,0,0,0,0
"ENSG00000142621.19",1,0,0,0,1,3,1,0
"ENSG00000233485.1",0,0,0,0,0,0,0,0
"ENSG00000236045.1",0,0,0,0,0,0,0,0
"ENSG00000228140.1",0,0,1,0,1,0,2,3
"ENSG00000142634.12",502,602,479,342,573,926,501,691
"ENSG00000162438.11",2,1,1,0,1,1,0,0
"ENSG00000142615.7",2,0,0,0,0,0,1,0
"ENSG00000215704.9",1,1,0,0,1,0,1,1
"ENSG00000132906.17",186,196,191,105,170,210,168,189
"ENSG00000116138.12",600,550,641,462,693,901,499,624
"ENSG00000251866.1",0,0,0,0,0,0,0,0
"ENSG00000272510.1",0,0,0,0,0,0,0,0
"ENSG00000116771.5",4,12,9,7,19,14,7,7
"ENSG00000237301.1",3,1,6,3,1,1,1,3
"ENSG00000235084.3",88,72,55,28,47,77,58,58
"ENSG00000252417.1",0,0,0,0,0,0,0,0
"ENSG00000236500.1",0,0,0,0,0,0,0,0
"ENSG00000197312.11",321,536,340,567,442,677,262,687
"ENSG00000215695.1",0,0,0,0,0,0,0,0
"ENSG00000271742.1",1,0,0,0,0,1,0,0
"ENSG00000116786.12",3516,3313,3780,2424,4145,4785,3156,4058
"ENSG00000237938.5",16,15,13,6,25,22,13,14
"ENSG00000162461.7",29,32,19,30,25,31,21,24
"ENSG00000224459.1",0,0,0,0,0,0,0,0
"ENSG00000162460.6",0,0,0,0,0,0,0,0
"ENSG00000162458.12",1570,2183,1715,1300,1767,2691,1189,1646
"ENSG00000224321.1",1,4,1,6,5,6,4,5
"ENSG00000233954.6",101,96,130,63,138,163,84,69
"ENSG00000178715.8",4,9,5,3,7,7,12,8
"ENSG00000179743.4",29,37,25,24,27,30,36,30
"ENSG00000065526.10",1180,1617,1213,1082,1383,2159,1026,2012
"ENSG00000270620.1",0,0,0,0,0,0,0,0
"ENSG00000116809.11",487,384,471,236,461,539,334,355
"ENSG00000234607.2",0,0,0,0,1,0,0,0
"ENSG00000231353.1",0,0,0,0,0,0,0,0
"ENSG00000275503.1",0,0,0,0,0,0,0,0
"ENSG00000224966.4",0,0,0,0,0,0,0,0
"ENSG00000183888.4",0,1,0,0,0,0,0,0
"ENSG00000233078.1",0,0,0,0,0,0,0,0
"ENSG00000173641.17",283,238,1068,931,265,711,471,692
"ENSG00000186510.11",4,3,12,9,7,5,4,3
"ENSG00000232456.1",0,1,0,0,2,0,1,1
"ENSG00000184908.17",3,3,10,9,7,9,7,11
"ENSG00000185519.8",1,5,1,2,4,5,2,5
"ENSG00000142627.12",39,27,90,47,65,71,84,86
"ENSG00000227959.1",2,0,5,1,3,3,3,2
"ENSG00000224621.1",1,0,0,0,0,1,1,0
"ENSG00000234166.1",0,0,0,0,0,0,0,0
"ENSG00000142632.16",28,72,115,102,83,202,44,86
"ENSG00000237276.8",7,18,21,16,5,19,11,15
"ENSG00000132881.11",50,60,76,55,53,80,62,78
"ENSG00000233929.1",0,1,0,1,0,1,0,2
"ENSG00000037637.10",578,568,640,502,638,875,503,777
"ENSG00000055070.16",2563,2424,3098,1942,2966,4792,2339,2965
"ENSG00000226457.1",1,1,1,2,3,2,1,2
"ENSG00000187144.11",2,1,1,1,0,2,0,0
"ENSG00000157191.19",1150,947,1514,1014,1432,2016,1081,1247
"ENSG00000226029.1",24,18,40,23,32,26,27,13
"ENSG00000080947.14",121,74,163,62,161,140,121,82
"ENSG00000206652.1",7,0,1,0,9,3,1,1
"ENSG00000261135.1",0,0,1,0,0,0,0,1
"ENSG00000285853.1",0,0,0,0,0,0,0,0
"ENSG00000224174.2",0,0,0,0,0,0,0,0
"ENSG00000233421.4",1,1,2,0,1,4,1,0
"ENSG00000277344.1",0,0,0,0,1,0,0,0
"ENSG00000225710.1",4,7,7,6,3,7,10,6
"ENSG00000219481.10",2584,1304,3082,925,3778,2861,3025,1879
"ENSG00000271732.1",1,0,0,0,0,0,0,0
"ENSG00000215908.10",474,436,307,194,519,621,335,333
"ENSG00000283773.1",0,0,0,0,0,0,0,0
"ENSG00000186301.8",79,101,91,61,98,123,53,71
"ENSG00000282143.1",0,0,2,0,2,1,1,6
"ENSG00000207513.1",7,0,0,0,9,4,1,1
"ENSG00000280114.1",1,5,3,3,1,3,5,3
"ENSG00000236698.1",211,244,249,170,248,341,294,351
"ENSG00000268869.5",0,0,0,0,0,0,0,0
"ENSG00000279151.1",0,0,0,0,0,0,0,0
"ENSG00000282740.1",0,0,1,0,2,0,1,4
"ENSG00000058453.16",644,610,567,312,648,807,630,641
"ENSG00000227684.2",2,1,4,1,5,1,0,5
"ENSG00000207389.1",9,0,0,0,9,4,1,1
"ENSG00000186715.11",52,68,64,37,64,83,44,40
"ENSG00000223643.6",0,0,0,0,0,0,0,0
"ENSG00000230239.1",0,0,0,0,0,2,0,0
"ENSG00000263811.1",0,0,0,0,0,0,0,0
"ENSG00000228549.3",0,2,1,0,1,5,2,2
"ENSG00000277234.1",0,0,0,0,0,0,0,0
"ENSG00000238142.1",26,36,33,23,15,23,27,29
"ENSG00000235241.1",6,9,15,8,6,15,10,12
"ENSG00000207005.1",9,0,0,0,9,3,1,1
"ENSG00000272426.1",1,0,1,2,1,0,0,0
"ENSG00000117122.13",788,439,900,378,1002,611,886,629
"ENSG00000226526.1",4,0,2,4,10,2,11,1
"ENSG00000159363.17",264,309,340,219,388,662,242,347
"ENSG00000117118.9",656,660,865,557,996,1134,627,765
"ENSG00000117115.12",0,1,13,3,6,10,0,1
"ENSG00000204362.6",1,0,0,3,3,4,0,0
"ENSG00000282843.1",0,0,0,0,0,0,0,0
"ENSG00000142623.10",0,0,2,1,0,3,0,0
"ENSG00000142619.4",0,0,0,0,0,0,0,0
"ENSG00000266634.1",0,0,0,0,0,0,0,0
"ENSG00000159339.13",0,0,0,0,0,0,0,0
"ENSG00000276747.1",0,0,0,0,0,0,0,0
"ENSG00000227751.1",0,0,0,0,0,0,0,0
"ENSG00000179051.13",1295,1147,1545,1043,1586,1206,1075,1186
"ENSG00000074964.16",727,639,899,517,795,1144,635,785
"ENSG00000236648.1",0,0,0,0,0,0,0,0
"ENSG00000117148.7",2,2,0,0,42,6,3,0
"ENSG00000284653.1",0,0,0,0,0,0,0,0
"ENSG00000261781.1",0,0,0,0,0,0,0,0
"ENSG00000117154.11",0,0,0,0,0,0,0,0
"ENSG00000280222.1",0,0,0,0,0,0,0,0
"ENSG00000230035.2",0,0,0,0,0,0,0,0
"ENSG00000225387.1",0,0,0,0,0,0,0,0
"ENSG00000179023.8",0,1,0,0,0,0,0,0
"ENSG00000235282.3",0,0,0,0,0,0,0,0
"ENSG00000225478.2",0,0,0,0,0,0,0,0
"ENSG00000009709.11",0,0,0,0,0,0,0,0
"ENSG00000179002.5",0,0,0,0,0,0,0,0
"ENSG00000255275.3",1,0,0,0,0,0,0,0
"ENSG00000159423.16",178,290,217,260,218,445,126,271
"ENSG00000265606.1",0,0,0,0,0,0,0,0
"ENSG00000221662.1",0,0,0,0,0,0,0,0
"ENSG00000169991.10",179,134,164,99,130,123,146,124
"ENSG00000272084.1",11,9,10,8,12,13,10,8
"ENSG00000127481.14",8682,6463,9189,4279,10226,10091,7870,8813
"ENSG00000230424.1",13,11,9,8,12,14,14,7
"ENSG00000127463.14",1429,1068,2023,1134,1472,1824,1172,1159
"ENSG00000053372.4",302,318,375,253,370,616,314,320
"ENSG00000211454.13",10,15,5,7,7,20,9,9
"ENSG00000162482.4",17,10,11,2,12,18,9,10
"ENSG00000270728.1",22,24,32,18,36,39,21,23
"ENSG00000053371.12",986,907,985,603,963,1224,835,915
"ENSG00000200403.1",0,1,1,1,2,0,2,0
"ENSG00000040487.12",219,252,219,155,271,373,212,255
"ENSG00000077549.17",4630,5064,6163,4043,5235,7612,3899,4780
"ENSG00000240490.3",0,0,0,1,0,0,0,0
"ENSG00000173436.14",274,261,256,201,215,260,181,219
"ENSG00000201609.1",0,0,0,0,0,0,0,0
"ENSG00000235185.1",0,1,1,0,0,0,0,0
"ENSG00000158747.14",8086,13399,7366,8084,6929,11388,5010,10941
"ENSG00000270136.6",0,0,0,0,0,0,0,0
"ENSG00000226396.1",72,69,85,48,3,8,2,3
"ENSG00000158748.3",0,0,1,0,0,0,0,0
"ENSG00000162542.13",339,273,383,205,417,462,298,324
"ENSG00000178828.6",0,0,0,0,0,0,0,0
"ENSG00000235434.1",0,0,0,0,0,0,0,0
"ENSG00000169914.5",188,155,168,105,225,217,150,136
"ENSG00000188784.4",0,0,0,0,0,0,0,0
"ENSG00000242688.3",0,0,0,0,0,0,0,0
"ENSG00000188257.11",48,78,175,213,28,48,32,79
"ENSG00000127472.10",4,6,22,15,2,4,36,23
"ENSG00000117215.14",0,0,0,0,0,0,0,0
"ENSG00000158786.4",0,0,0,0,0,0,0,0
"ENSG00000227066.1",0,0,0,0,0,0,0,0
"ENSG00000187980.6",0,0,0,0,0,0,0,0
"ENSG00000225986.1",0,0,0,0,0,0,1,1
"ENSG00000162543.5",2,2,21,6,0,2,14,5
"ENSG00000228105.1",0,0,0,0,0,0,0,0
"ENSG00000284710.1",0,0,0,0,0,0,0,0
"ENSG00000158816.15",0,1,9,13,1,4,1,16
"ENSG00000226664.1",0,0,0,0,0,0,0,0
"ENSG00000236963.6",0,1,2,0,0,1,0,0
"ENSG00000226487.1",0,0,0,0,0,0,0,0
"ENSG00000284641.1",0,0,0,0,0,0,0,0
"ENSG00000284743.1",0,0,0,0,0,0,0,0
"ENSG00000162545.5",4731,6428,6081,6717,3326,7321,5171,8995
"ENSG00000090432.6",732,652,831,523,641,970,687,851
"ENSG00000215520.3",0,0,0,0,0,0,0,0
"ENSG00000183114.7",1,1,1,0,0,0,0,0
"ENSG00000158825.5",8,10,43,20,22,36,17,9
"ENSG00000158828.7",1038,1074,1159,746,1255,1833,985,1359
"ENSG00000284005.1",0,0,0,0,0,0,0,0
"ENSG00000117242.7",156,136,189,99,143,204,101,112
"ENSG00000244038.9",4799,4239,5874,2950,5409,6532,3931,4302
"ENSG00000117245.12",12,13,42,27,80,104,13,31
"ENSG00000235432.1",0,0,0,0,0,0,1,0
"ENSG00000189410.11",40,25,54,22,66,168,82,65
"ENSG00000233069.1",0,0,0,0,0,0,0,0
"ENSG00000127483.17",5257,4391,5325,3184,5545,6211,4519,4624
"ENSG00000075151.20",3222,2428,4066,1820,5171,5835,3092,2822
"ENSG00000251914.1",0,0,0,0,0,0,0,0
"ENSG00000221808.1",0,0,0,0,0,0,0,0
"ENSG00000233072.1",0,0,0,0,0,0,0,0
"ENSG00000236073.2",0,0,0,0,0,1,0,0
"ENSG00000235112.1",0,0,0,0,0,1,0,0
"ENSG00000117298.15",6982,7809,7824,5095,8317,10093,5362,7997
"ENSG00000236936.1",1,1,1,0,0,0,0,0
"ENSG00000231105.1",4,1,4,1,0,3,4,5
"ENSG00000236216.5",1,1,0,1,1,0,1,3
"ENSG00000228823.1",0,1,0,1,0,0,0,0
"ENSG00000236009.1",0,0,0,0,0,0,0,0
"ENSG00000227001.3",42,76,100,45,94,192,70,77
"ENSG00000187952.9",114,197,197,79,162,267,110,198
"ENSG00000186543.7",1,0,1,0,0,0,0,0
"ENSG00000142794.18",788,1021,1216,693,846,1649,705,1080
"ENSG00000176378.8",0,0,0,1,0,0,0,0
"ENSG00000162551.13",559,661,1435,739,1986,3412,458,619
"ENSG00000233431.1",0,0,0,0,0,1,0,0
"ENSG00000076864.19",5,7,14,3,9,14,5,14
"ENSG00000090686.15",1556,1672,1964,1168,2381,2977,1521,1661
"ENSG00000231978.2",0,0,0,0,0,0,0,0
"ENSG00000187942.11",15,13,27,14,16,17,22,19
"ENSG00000142798.19",11377,11005,22126,8484,12013,20288,14969,16012
"ENSG00000232037.3",3,4,0,0,2,2,1,1
"ENSG00000283234.1",0,0,0,0,0,0,0,0
"ENSG00000219073.7",0,0,0,0,0,0,0,0
"ENSG00000285959.1",0,0,0,0,0,0,0,0
"ENSG00000273610.1",0,0,0,0,0,0,0,0
"ENSG00000201919.1",0,0,0,0,0,0,0,0
"ENSG00000142789.19",0,0,0,0,0,0,0,0
"ENSG00000278124.1",0,0,0,0,0,0,0,0
"ENSG00000201273.1",0,0,0,0,0,0,0,0
"ENSG00000228397.2",1,0,2,2,2,3,0,1
"ENSG00000218510.8",53,57,69,37,58,54,43,51
"ENSG00000285721.1",1,1,1,1,4,5,1,6
"ENSG00000285752.1",22,17,16,13,8,12,17,20
"ENSG00000285794.1",0,0,0,0,0,0,0,0
"ENSG00000070831.15",19,14,29,13,29,30,17,17
"ENSG00000230068.2",0,0,2,0,2,3,1,0
"ENSG00000271428.1",0,1,1,1,1,2,1,0
"ENSG00000162552.14",2,1,3,1,1,1,1,0
"ENSG00000285873.1",0,1,0,0,0,0,0,1
"ENSG00000266564.1",0,0,0,0,0,0,0,0
"ENSG00000234397.3",1,1,0,0,0,1,0,0
"ENSG00000279625.1",0,0,0,0,0,0,0,0
"ENSG00000184677.17",856,810,996,485,1125,1171,778,827
"ENSG00000237200.1",2,4,2,1,4,3,0,1
"ENSG00000070886.11",0,0,0,0,0,0,0,0
"ENSG00000276835.2",0,0,0,0,0,0,0,0
"ENSG00000173372.16",0,0,0,0,0,0,0,0
"ENSG00000159189.11",0,0,0,0,0,0,0,0
"ENSG00000173369.15",0,0,0,0,0,0,0,0
"ENSG00000133216.16",520,170,372,52,1030,373,581,150
"ENSG00000265422.1",0,0,0,0,0,0,0,0
"ENSG00000225952.1",0,0,0,0,0,0,0,0
"ENSG00000264014.1",0,0,0,0,0,0,0,0
"ENSG00000215906.8",0,0,0,0,0,0,0,0
"ENSG00000227868.5",1,0,0,0,3,1,1,0
"ENSG00000004487.16",1409,989,1492,727,1708,1614,1263,1035
"ENSG00000240553.1",0,0,0,0,0,0,0,0
"ENSG00000263793.1",0,0,0,0,0,0,0,0
"ENSG00000266802.1",0,0,0,0,0,0,0,0
"ENSG00000169641.13",1622,1373,1624,736,1858,2644,1173,1214
"ENSG00000229010.1",0,0,0,0,0,0,0,0
"ENSG00000206935.1",0,0,0,0,0,0,0,0
"ENSG00000252578.1",0,0,0,0,0,0,0,1
"ENSG00000179546.4",0,0,1,0,1,0,0,0
"ENSG00000215381.3",0,2,0,1,0,0,0,1
"ENSG00000261326.3",61,55,60,56,108,92,60,44
"ENSG00000284726.1",1,1,1,2,7,6,7,1
"ENSG00000125944.19",1920,1796,2117,1018,2376,2878,1531,1274
"ENSG00000125945.14",807,473,1092,470,862,685,935,702
"ENSG00000249087.6",139,96,163,69,115,111,165,117
"ENSG00000201405.1",0,0,0,0,0,0,0,0
"ENSG00000271420.1",3,3,3,1,1,1,0,0
"ENSG00000204219.10",798,439,614,189,661,499,278,179
"ENSG00000232482.2",1,0,1,1,1,0,0,0
"ENSG00000088280.18",1786,1703,2212,1227,2173,1861,1470,1798
"ENSG00000007968.6",1,4,1,2,0,2,0,0
"ENSG00000235052.1",0,0,0,0,1,1,0,1
"ENSG00000117318.8",116,127,118,45,167,193,76,125
"ENSG00000285802.1",0,0,0,0,0,1,0,1
"ENSG00000197880.8",0,1,0,0,0,0,0,0
"ENSG00000229239.2",0,0,0,0,0,0,0,0
"ENSG00000142676.14",13749,12885,15380,7668,14280,15297,10529,9850
"ENSG00000011007.12",1220,1129,1177,817,1312,1683,902,1083
"ENSG00000236810.5",9,10,10,2,10,14,16,12
"ENSG00000057757.9",502,408,565,365,624,632,488,467
"ENSG00000011009.10",452,473,489,292,514,755,391,465
"ENSG00000117308.14",122,97,118,37,85,146,64,49
"ENSG00000117305.14",678,522,799,451,811,960,595,611
"ENSG00000179163.11",74,72,144,74,94,110,97,84
"ENSG00000188822.7",0,1,0,0,0,1,0,0
"ENSG00000229106.1",1,0,0,0,0,0,0,0
"ENSG00000232557.3",0,0,0,0,0,0,0,0
"ENSG00000264926.1",0,0,0,0,0,0,0,0
"ENSG00000230228.2",0,0,0,0,0,0,0,0
"ENSG00000189266.12",1591,1837,1722,1358,1732,2643,1322,1833
"ENSG00000188529.14",1524,1545,1589,1016,1663,2439,1432,1341
"ENSG00000215905.4",0,0,0,0,0,0,0,0
"ENSG00000225315.2",0,1,0,0,0,0,0,1
"ENSG00000142661.18",0,1,0,1,2,1,0,2
"ENSG00000230703.1",0,0,0,0,0,0,0,0
"ENSG00000142677.3",11,9,12,14,5,15,8,36
"ENSG00000185436.11",0,0,0,0,0,0,0,1
"ENSG00000230023.2",0,0,1,0,0,0,0,0
"ENSG00000232298.2",1,1,0,0,0,1,0,1
"ENSG00000158055.15",2,0,2,0,6,0,1,1
"ENSG00000001460.17",176,168,267,118,242,210,155,177
"ENSG00000001461.16",2140,1883,5201,2684,2773,2784,2488,2941
"ENSG00000117602.11",150,233,347,366,201,388,168,395
"ENSG00000264443.1",0,0,0,0,0,0,0,0
"ENSG00000184454.6",0,1,0,1,0,0,0,0
"ENSG00000227312.2",0,0,0,0,0,0,0,0
"ENSG00000239106.1",0,0,0,0,0,0,0,0
"ENSG00000133226.16",1569,1300,1799,1022,1918,1993,1391,1416
"ENSG00000284699.1",0,1,0,0,0,1,0,0
"ENSG00000169504.14",13230,16438,16381,17096,12130,27430,12849,22718
"ENSG00000238482.1",0,0,0,0,0,0,0,0
"ENSG00000020633.18",123,151,97,65,3,3,113,171
"ENSG00000278034.1",0,0,0,0,0,0,0,0
"ENSG00000229162.1",1,1,2,0,0,0,0,0
"ENSG00000261025.1",0,0,0,0,0,0,0,0
"ENSG00000264371.1",0,0,0,0,0,0,0,0
"ENSG00000285823.1",0,0,0,0,0,0,0,0
"ENSG00000233755.1",0,0,0,0,0,0,0,0
"ENSG00000233419.3",0,0,0,0,0,0,0,0
"ENSG00000231953.2",0,0,0,0,0,0,0,0
"ENSG00000117614.9",1067,1079,1193,803,1457,1476,1080,1152
"ENSG00000284602.1",18,14,32,9,21,19,17,10
"ENSG00000284657.1",2,5,7,2,5,4,7,0
"ENSG00000117616.17",1476,1659,1456,1050,1812,1890,1149,1404
"ENSG00000272432.1",2,2,4,0,3,2,1,2
"ENSG00000261349.1",16,18,18,12,16,18,7,18
"ENSG00000187010.20",14,10,20,3,12,12,2,0
"ENSG00000224183.1",89,60,92,52,86,127,59,62
"ENSG00000259984.1",1,3,2,1,5,0,2,5
"ENSG00000183726.10",1751,2474,2155,2271,2654,4578,1712,2777
"ENSG00000188672.18",12,3,19,6,6,10,13,8
"ENSG00000238084.4",99,73,113,64,98,150,82,74
"ENSG00000204178.10",472,405,541,324,588,527,522,437
"ENSG00000157978.11",437,441,748,415,575,738,426,521
"ENSG00000225643.1",0,2,4,1,4,3,2,2
"ENSG00000117643.14",1190,701,1793,685,867,745,1073,745
"ENSG00000233478.1",2,1,0,0,0,0,2,0
"ENSG00000162430.16",3906,3589,3657,2125,5220,6949,3971,4147
"ENSG00000255054.3",0,0,0,0,0,0,0,0
"ENSG00000228172.5",9,17,18,8,15,18,10,13
"ENSG00000117640.17",998,937,1209,628,1138,1293,893,880
"ENSG00000272478.1",0,0,0,0,0,0,0,0
"ENSG00000127423.10",7,2,12,6,9,8,7,5
"ENSG00000236528.1",1,0,0,1,0,0,1,0
"ENSG00000182749.5",371,377,497,264,487,690,374,386
"ENSG00000207302.1",0,0,0,0,0,0,0,0
"ENSG00000117632.22",1025,1029,1340,852,1947,1635,1021,1121
"ENSG00000229786.1",0,1,0,0,0,0,0,0
"ENSG00000223624.1",0,0,1,0,0,0,0,1
"ENSG00000283938.1",0,0,0,0,0,0,0,0
"ENSG00000158006.13",212,178,307,138,293,293,207,207
"ENSG00000207237.1",0,0,0,0,0,0,0,0
"ENSG00000252190.1",0,0,0,0,0,0,0,0
"ENSG00000252691.1",0,0,0,0,0,0,0,0
"ENSG00000158008.9",51,18,70,36,22,26,63,57
"ENSG00000158014.14",0,1,0,0,0,0,0,0
"ENSG00000284309.1",0,0,0,0,0,0,0,0
"ENSG00000158022.6",0,2,0,7,2,7,0,6
"ENSG00000175087.9",87,58,81,41,61,66,73,60
"ENSG00000197245.5",1,0,0,0,0,0,0,0
"ENSG00000282872.1",0,0,0,0,0,0,0,0
"ENSG00000236782.7",2,1,1,1,0,4,1,3
"ENSG00000142684.8",0,0,0,0,0,0,0,0
"ENSG00000142675.17",3,7,2,2,2,2,2,7
"ENSG00000188782.8",0,0,0,0,0,0,0,0
"ENSG00000236155.6",1,1,0,1,0,0,0,0
"ENSG00000278572.1",5,3,3,4,6,7,1,2
"ENSG00000130695.15",78,55,103,61,119,76,81,71
"ENSG00000270733.1",0,0,1,0,0,0,0,0
"ENSG00000142669.14",2034,1651,2991,1759,2498,3060,2095,1933
"ENSG00000158062.20",187,139,290,101,196,186,190,147
"ENSG00000169442.8",0,0,0,1,1,0,1,0
"ENSG00000176092.15",0,1,1,0,0,0,0,0
"ENSG00000225854.2",0,0,0,0,0,0,0,0
"ENSG00000176083.17",0,0,0,0,0,0,0,0
"ENSG00000131914.10",0,0,0,1,2,0,0,0
"ENSG00000117682.16",651,578,845,519,857,1030,575,586
"ENSG00000223583.1",4,2,2,3,1,5,3,2
"ENSG00000225891.1",1,1,4,0,6,3,2,2
"ENSG00000198830.10",2092,1608,2316,1234,2029,1862,1901,1360
"ENSG00000224129.1",0,0,0,0,0,0,0,0
"ENSG00000117676.13",5,8,14,8,27,20,14,9
"ENSG00000238705.1",0,0,0,0,0,0,0,0
"ENSG00000243905.3",0,0,0,0,0,0,0,0
"ENSG00000252802.1",0,0,0,0,0,0,0,0
"ENSG00000252429.2",0,0,0,0,0,0,0,0
"ENSG00000229247.2",0,0,0,0,0,0,0,0
"ENSG00000238316.1",0,0,0,0,0,0,0,0
"ENSG00000235069.2",0,0,0,0,0,0,0,0
"ENSG00000260063.1",4,6,11,7,9,11,4,8
"ENSG00000117713.19",1680,1298,1910,1056,2025,2217,1344,1476
"ENSG00000060642.10",244,250,401,265,309,395,264,364
"ENSG00000241188.3",0,0,0,0,0,0,0,0
"ENSG00000204160.11",414,446,509,372,487,755,380,537
"ENSG00000175793.11",0,2,3,1,0,0,0,0
"ENSG00000226698.1",0,0,0,0,0,0,0,0
"ENSG00000142751.14",552,576,616,462,694,869,555,635
"ENSG00000198746.12",202,184,232,126,240,267,195,190
"ENSG00000090273.13",1040,1147,1177,773,1246,1767,878,973
"ENSG00000131910.4",0,0,1,0,1,0,0,1
"ENSG00000175707.8",0,0,0,0,0,1,0,0
"ENSG00000172746.6",0,3,1,2,4,6,2,1
"ENSG00000224064.1",0,0,0,0,0,0,0,0
"ENSG00000225294.1",1,2,1,0,0,1,0,1
"ENSG00000253368.3",309,1206,458,1172,456,1967,569,2005
"ENSG00000158246.7",18,99,35,75,29,169,19,119
"ENSG00000090020.10",1228,895,1393,615,1336,1641,1308,909
"ENSG00000229985.2",0,0,0,0,2,0,0,0
"ENSG00000214973.3",15,13,15,13,25,15,18,22
"ENSG00000225159.1",56,58,78,46,92,82,61,62
"ENSG00000225990.2",0,0,0,0,0,0,0,0
"ENSG00000224311.1",0,0,0,0,0,0,0,0
"ENSG00000142784.15",1445,1336,1828,1237,1734,2248,1401,1898
"ENSG00000252098.1",0,0,0,0,0,0,0,0
"ENSG00000243659.1",0,1,1,0,2,1,1,1
"ENSG00000186501.14",602,566,823,427,822,1054,587,603
"ENSG00000206888.1",1,0,1,0,3,0,1,0
"ENSG00000241547.1",5,10,6,0,6,4,5,5
"ENSG00000142765.17",2,5,1,0,2,4,1,2
"ENSG00000142733.15",838,867,785,502,672,1051,720,1092
"ENSG00000142748.12",1,0,0,2,2,3,2,2
"ENSG00000174950.10",0,0,0,0,0,0,0,0
"ENSG00000231207.1",0,0,1,0,0,0,0,0
"ENSG00000181773.6",4,0,2,2,1,4,7,1
"ENSG00000158195.10",4268,3875,4728,3379,4320,5845,3580,4849
"ENSG00000241169.1",1,0,0,0,0,0,0,0
"ENSG00000237429.1",4,0,1,0,2,1,3,1
"ENSG00000126705.14",760,459,819,264,838,635,715,477
"ENSG00000000938.12",0,0,2,0,1,0,0,0
"ENSG00000235912.1",21,26,33,21,21,25,17,25
"ENSG00000233975.1",1,0,0,1,0,0,0,0
"ENSG00000126709.14",716,533,734,657,694,752,457,560
"ENSG00000225886.3",3,0,5,5,1,0,1,1
"ENSG00000206767.1",0,0,0,0,0,0,0,0
"ENSG00000226662.2",0,0,0,0,0,0,0,0
"ENSG00000207095.1",0,0,0,0,0,0,0,0
"ENSG00000009780.15",153,209,153,165,147,198,140,206
"ENSG00000231344.1",0,0,0,1,0,1,0,0
"ENSG00000230833.1",0,0,0,0,0,0,0,0
"ENSG00000117758.13",1125,1668,1472,1842,1385,2716,1094,2503
"ENSG00000269971.1",0,0,3,0,0,0,0,0
"ENSG00000270031.1",0,1,0,6,0,3,1,0
"ENSG00000223062.1",0,0,0,0,0,0,0,0
"ENSG00000117751.17",726,698,823,517,848,1065,626,710
"ENSG00000252947.1",0,0,0,0,0,0,1,0
"ENSG00000130775.15",103,68,93,43,156,129,75,66
"ENSG00000117748.9",436,304,867,472,831,851,405,344
"ENSG00000130768.14",1,0,2,0,1,2,0,0
"ENSG00000227050.1",0,0,0,0,0,0,0,0
"ENSG00000158156.7",160,186,180,108,177,217,148,188
"ENSG00000158161.15",567,508,752,420,697,838,552,460
"ENSG00000238231.2",0,0,0,0,0,1,0,1
"ENSG00000240750.3",1,0,1,0,1,1,1,0
"ENSG00000228589.3",464,435,517,301,495,726,373,350
"ENSG00000228943.1",0,0,0,0,0,0,0,0
"ENSG00000214812.3",0,1,0,0,1,1,2,0
"ENSG00000253005.1",0,0,0,0,0,0,0,0
"ENSG00000169403.11",1,1,2,1,2,3,2,0
"ENSG00000126698.10",1907,1542,2079,1066,2313,2450,1577,1348
"ENSG00000130770.17",730,685,869,427,849,884,639,533
"ENSG00000270605.1",32,9,26,6,13,8,18,4
"ENSG00000271398.1",0,0,0,0,2,0,0,0
"ENSG00000130766.4",1287,717,1240,306,1160,764,1014,489
"ENSG00000130772.13",253,244,249,179,234,299,210,256
"ENSG00000204138.12",507,430,599,331,685,660,448,420
"ENSG00000206779.1",0,0,0,0,0,0,0,0
"ENSG00000229820.2",2,0,0,0,0,0,0,0
"ENSG00000221216.1",1,0,0,0,1,0,0,0
"ENSG00000180198.16",476,481,442,278,627,826,328,502
"ENSG00000242125.3",242,350,289,288,336,523,194,254
"ENSG00000274266.1",0,0,0,0,0,0,0,0
"ENSG00000200087.1",8,1,3,3,2,3,4,1
"ENSG00000231468.2",2,4,2,2,7,1,2,0
"ENSG00000279443.1",5,7,2,5,13,14,6,4
"ENSG00000180098.9",238,257,342,253,383,473,256,297
"ENSG00000197989.14",187,296,159,120,179,247,135,155
"ENSG00000221539.1",2,1,3,1,1,4,0,1
"ENSG00000278274.1",0,0,0,0,0,0,0,0
"ENSG00000273544.1",0,0,0,0,0,0,0,0
"ENSG00000280498.1",0,0,0,0,0,0,0,0
"ENSG00000274582.1",0,0,0,0,0,0,0,0
"ENSG00000120656.11",464,389,602,312,660,612,408,393
"ENSG00000188060.7",74,55,75,27,101,81,69,43
"ENSG00000229388.1",4,3,3,2,2,2,3,4
"ENSG00000270103.3",0,0,0,0,0,0,0,0
"ENSG00000274978.1",0,0,0,0,0,0,0,0
"ENSG00000162419.12",247,216,288,135,285,350,192,173
